Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,TEAM,PADP,DADP
8,Julian Strawther,22,SG,65,4,21.3,3.2,7.5,0.432,1.4,4.1,0.349,1.8,3.3,0.535,0.529,1.1,1.4,0.822,0.3,1.9,2.2,1.3,0.6,0.2,0.9,2.3,9,,DEN,141.2,141.8
0,Dorian Finney-Smith,31,PF,63,40,28.9,3.1,6.9,0.449,2.1,5,0.42,1,1.9,0.526,0.6,0.5,0.7,0.714,1.3,2.7,3.9,1.5,0.9,0.4,0.9,2.2,8.7,,LAL,141.2,142.6
6,Stephon Castle,20,PG,81,47,26.7,5.2,12.2,0.428,1.2,4.1,0.285,4,8.1,0.501,0.476,3.1,4.2,0.724,1.1,2.6,3.7,4.1,0.9,0.3,2.2,2,14.7,,SAS,141.3,140.9
4,Ayo Dosunmu,25,SG,46,26,30.3,4.8,9.8,0.492,1.3,4.1,0.328,3.5,5.7,0.612,0.561,1.3,1.7,0.785,0.6,2.9,3.5,4.5,0.9,0.4,1.5,2.3,12.3,,CHI,141.3,141.3
7,Nikola Jović,21,PF,46,10,25.1,3.7,8.2,0.456,1.7,4.6,0.371,2,3.6,0.563,0.56,1.6,1.9,0.828,0.6,3.3,3.9,2.8,0.8,0.3,1.3,1.8,10.7,,MIA,141.6,138.8
10,Malcolm Brogdon,32,PG,24,13,23.5,4.3,10,0.433,0.7,2.3,0.286,3.7,7.7,0.478,0.467,3.4,3.8,0.88,0.9,2.9,3.8,4.1,0.5,0.2,1.6,1.3,12.7,,WAS,141.6,142
2,Kelly Oubre Jr.,29,SF,60,57,34.6,5.8,12.4,0.47,1.2,4,0.293,4.6,8.3,0.555,0.518,2.3,3.1,0.751,1.6,4.5,6.1,1.8,1.5,0.5,1.3,3,15.1,,PHI,141.7,140.8
0,Kyle Anderson,31,PF,61,4,16.4,2.3,5,0.469,0.4,1.1,0.364,1.9,3.8,0.5,0.5,0.8,1.1,0.727,0.9,2.5,3.4,2.4,0.7,0.6,0.6,1.3,5.9,,MIA,141.7,141
5,Andrew Nembhard,25,SG,65,65,28.9,3.8,8.3,0.458,0.8,2.7,0.291,3,5.6,0.538,0.506,1.7,2.1,0.794,0.5,2.8,3.3,5,1.2,0.2,1.7,2.3,10,,IND,141.7,142
4,Jaden McDaniels,24,PF,82,82,31.9,4.9,10.2,0.477,1.2,3.7,0.33,3.6,6.5,0.561,0.537,1.3,1.6,0.813,1.6,4.2,5.7,2,1.3,0.9,1.2,2.7,12.2,,MIN,141.9,141.7
7,Jeremy Sochan,21,PF,54,23,25.3,4.6,8.7,0.535,0.5,1.7,0.308,4.1,7,0.59,0.565,1.6,2.3,0.696,2.4,4.2,6.5,2.4,0.8,0.5,1.6,2.4,11.4,,SAS,142,141.1
5,Wendell Carter Jr.,25,C,68,51,25.9,3.3,7.2,0.46,0.5,2.3,0.234,2.8,4.9,0.568,0.498,1.9,2.6,0.737,2.2,5,7.2,2,0.8,0.6,1.1,2.9,9.1,,CHO,142,141.3
8,Cam Whitmore,20,SF,51,3,16.2,3.5,7.9,0.444,1.3,3.6,0.355,2.2,4.3,0.518,0.525,1.1,1.4,0.75,0.7,2.3,3,1,0.6,0.3,0.9,0.9,9.4,,HOU,142,141.7
4,Shaedon Sharpe,21,SG,72,52,31.3,6.9,15.3,0.452,2,6.6,0.311,4.9,8.8,0.557,0.519,2.6,3.4,0.785,0.9,3.6,4.5,2.8,0.9,0.2,2.1,1.7,18.5,,POR,142.1,142.1
9,Mitchell Robinson,26,C,17,3,17.1,2.2,3.3,0.661,0,0,,2.2,3.3,0.661,0.661,0.8,1.1,0.684,3.1,2.9,5.9,0.8,0.9,1.1,0.6,1.5,5.1,,NYK,142.1,142.2
4,Grant Williams,26,PF,16,7,29.9,3.4,7.7,0.439,1.7,4.6,0.365,1.7,3.1,0.551,0.549,1.9,2.3,0.838,1.1,4,5.1,2.3,1.1,0.8,1.8,2.9,10.4,,CHO,142.2,142.3
10,De'Anthony Melton,26,SG,6,2,20.2,3.7,9,0.407,2.2,5.8,0.371,1.5,3.2,0.474,0.528,0.8,1.3,0.625,1,2.3,3.3,2.8,1.2,0.3,1.7,3,10.3,,GSW,142.2,142.3
6,Payton Pritchard,27,PG,80,3,28.4,5.1,10.8,0.472,3.2,7.8,0.407,1.9,3,0.642,0.62,0.9,1.1,0.845,1.3,2.6,3.8,3.5,0.9,0.2,1,1.5,14.3,,BOS,142.4,136.9
0,Zach Collins,27,PF,64,12,15.3,2.4,4.8,0.5,0.5,1.7,0.294,1.9,3.1,0.613,0.5,1.1,1.2,0.917,1.6,2.9,4.5,1.7,0.4,0.4,0.9,2,6.3,,CHI,142.4,141.9
5,Harrison Barnes,32,PF,82,82,27.2,4.2,8.3,0.508,1.9,4.4,0.433,2.3,3.9,0.591,0.622,2,2.4,0.809,1.2,2.6,3.8,1.7,0.5,0.2,0.6,0.9,12.3,,SAS,142.5,142.4
12,Simone Fontecchio,29,SF,75,0,16.5,2,5,0.402,1,3,0.335,1,1.9,0.507,0.504,0.9,1.1,0.833,0.7,2.2,2.9,0.9,0.4,0.2,0.7,1.3,5.9,,DET,143,143.2
9,Duncan Robinson,30,SF,74,37,24.1,3.9,9,0.437,2.6,6.5,0.393,1.4,2.4,0.556,0.581,0.6,0.7,0.887,0.2,2,2.3,2.4,0.5,0.1,1.2,1.8,11,,MIA,143.2,142.7
8,Keldon Johnson,25,SF,77,0,23.9,4.8,10,0.482,1.1,3.6,0.318,3.7,6.4,0.573,0.538,1.9,2.5,0.773,1.5,3.4,4.8,1.6,0.6,0.3,1,1.5,12.7,,SAS,143.2,143.3
0,Marvin Bagley III,25,PF,31,2,8.5,1.8,3.4,0.529,0.1,0.6,0.167,1.7,2.8,0.607,0.5,0.8,1.1,0.727,1.2,1.5,2.7,0.4,0.3,0.3,0.4,0.6,4.4,,MEM,143.2,143.5
4,Bennedict Mathurin,22,SF,72,49,29.8,5.4,11.8,0.458,1.4,4,0.34,4.1,7.8,0.519,0.516,3.8,4.6,0.831,1.2,4.1,5.3,1.9,0.7,0.3,1.9,2.3,16.1,,IND,143.3,141.7
0,Caleb Martin,29,SF,45,24,27,2.9,6.8,0.426,0.9,2.3,0.391,2,4.5,0.444,0.5,1.4,2.2,0.636,1.2,2.8,3.9,2.1,1,0.5,1.2,1.9,7.9,,DAL,143.3,143.2
10,Kel'el Ware,20,C,64,36,22.2,4,7.3,0.554,0.5,1.7,0.315,3.5,5.5,0.629,0.592,0.7,1,0.687,1.8,5.6,7.4,0.9,0.6,1.1,0.9,1.7,9.3,,MIA,143.4,142.5
3,Christian Braun,23,SG,79,77,33.9,6,10.4,0.58,1.1,2.8,0.397,4.9,7.6,0.648,0.634,2.2,2.7,0.827,1.2,3.9,5.2,2.6,1.1,0.5,1,2.2,15.4,,DEN,143.5,132.9
4,Gradey Dick,21,SG,54,54,29.4,4.9,12,0.41,2.1,6,0.35,2.8,5.9,0.47,0.498,2.5,2.9,0.858,0.8,2.8,3.6,1.8,0.9,0.2,1.5,2.2,14.4,,TOR,143.5,140.1
5,Malik Beasley,28,SG,82,18,27.8,5.6,13.1,0.43,3.9,9.3,0.416,1.7,3.7,0.466,0.579,1.2,1.7,0.679,0.6,2,2.6,1.7,0.9,0.1,1,1.5,16.3,,DET,143.8,141
3,Dyson Daniels,21,SG,76,76,33.8,6,12.1,0.493,1.1,3.1,0.34,4.9,9.1,0.545,0.536,1.1,1.8,0.593,1.6,4.3,5.9,4.4,3,0.7,2,2.3,14.1,,ATL,144,136.2
6,Gary Trent Jr.,26,SG,74,9,25.6,3.8,8.9,0.431,2.4,5.9,0.416,1.4,3,0.46,0.568,1.1,1.2,0.848,0.3,2,2.3,1.2,1,0.1,0.6,1.7,11.1,,MIL,144,144.2
9,T.J. McConnell,32,PG,79,1,17.9,4.1,7.9,0.519,0.2,0.6,0.306,3.9,7.3,0.537,0.531,0.7,1,0.74,0.6,1.9,2.4,4.4,1.1,0.3,1.4,1,9.1,,IND,144,144.3
8,Sam Hauser,27,PF,71,19,21.7,3,6.7,0.451,2.3,5.6,0.416,0.7,1.1,0.64,0.627,0.2,0.2,1,0.6,2.5,3.2,0.9,0.6,0.2,0.3,1.2,8.5,,BOS,144.1,144.1
7,Tari Eason,23,PF,57,16,24.9,4.8,9.8,0.487,1.1,3.2,0.342,3.7,6.6,0.557,0.543,1.4,1.8,0.76,2.2,4.1,6.4,1.5,1.7,0.9,1.1,2.4,12,,HOU,144.2,142.5
14,Noah Clowney,20,PF,46,20,22.7,2.9,8.1,0.358,1.9,5.7,0.333,1,2.4,0.414,0.474,1.5,1.7,0.838,0.9,3,3.9,0.9,0.5,0.5,1,2.3,9.1,,BRK,144.2,144.1
11,Jonathan Isaac,27,PF,71,1,15.4,1.9,4.6,0.414,0.5,2.1,0.258,1.3,2.4,0.549,0.474,1,1.5,0.682,1.7,2.7,4.4,0.6,0.9,1.1,0.5,1.3,5.4,,ORL,144.4,144.4
0,Kevin Porter Jr.,24,SG,75,4,19.7,3.9,8.7,0.46,0.8,2.4,0.333,3.2,6.3,0.508,0.5,1.7,2.3,0.739,0.5,3.1,3.7,3.4,1.1,0.2,1.8,1.6,10.3,,MIL,144.5,144.5
11,Matas Buzelis,20,SF,80,31,18.9,3.2,6.9,0.454,1.2,3.3,0.361,2,3.6,0.54,0.541,1.1,1.4,0.815,0.7,2.8,3.5,1,0.4,0.9,0.9,1.6,8.6,,CHI,144.6,144.4
7,Precious Achiuwa,25,C,57,10,20.5,2.9,5.7,0.502,0.2,0.6,0.278,2.7,5.1,0.529,0.517,0.7,1.2,0.594,1.8,3.8,5.6,1,0.8,0.7,0.8,1.4,6.6,,NYK,144.7,144.7
0,Terance Mann,28,SG,67,13,21.1,3.1,6.2,0.492,0.9,2.4,0.375,2.1,3.7,0.568,0.6,0.7,1,0.7,1,2,3,1.8,0.7,0.2,0.7,1.9,7.7,,ATL,144.7,144.7
1,Bilal Coulibaly,20,SF,59,59,33,4.5,10.6,0.421,1.1,3.8,0.281,3.4,6.8,0.5,0.472,2.3,3.1,0.746,1.5,3.4,5,3.4,1.3,0.7,2.1,2.4,12.3,,WAS,144.8,138.5
10,Isaiah Stewart,23,C,72,4,19.9,2.4,4.4,0.559,0.2,0.7,0.321,2.2,3.6,0.607,0.586,0.9,1.2,0.759,1.8,3.7,5.5,1.7,0.4,1.4,0.9,2.5,6,,DET,144.8,144.5
0,Caris LeVert,30,SG,64,3,24.9,4.4,9.3,0.473,1.7,4.4,0.386,2.7,4.9,0.551,0.6,1.7,2.4,0.708,0.6,2.5,3.2,3.4,0.9,0.5,1.2,1.6,12.1,,ATL,145,145
5,Max Strus,28,SF,50,37,25.5,3.3,7.5,0.442,2.3,5.9,0.386,1,1.6,0.65,0.594,0.6,0.7,0.824,1.1,3.3,4.3,3.2,0.5,0.2,1.1,2.1,9.4,,CLE,145.1,145.3
8,Corey Kispert,25,SF,61,0,26.3,4.2,9.3,0.451,2,5.4,0.364,2.2,3.9,0.574,0.558,1.2,1.4,0.852,0.6,2.4,3,1.7,0.4,0.2,1,1.6,11.6,,WAS,145.2,145.2
12,Jalen Smith,24,C,64,2,15,3,6.4,0.466,1.1,3.5,0.324,1.8,2.9,0.634,0.554,1.1,1.4,0.809,1.4,4.2,5.6,1,0.3,0.7,0.6,1.5,8.2,,CHI,145.3,145.6
6,De'Andre Hunter,27,SF,64,9,27.2,5.6,11.9,0.47,2.5,6.1,0.405,3.1,5.8,0.537,0.596,3.4,4,0.837,0.7,3.3,4,1.4,0.8,0.2,1.3,2.4,17,,CLE,145.9,142.4
0,Nick Richards,27,C,57,43,22.1,3.6,6.1,0.6,0,0,,3.6,6,0.6,0.6,2.1,2.8,0.75,2.6,5.6,8.2,0.9,0.2,0.9,1.4,2.5,9.3,,PHO,146,141.4
12,Vince Williams Jr.,24,SG,27,5,18.5,2.5,6.2,0.401,1,3.5,0.274,1.5,2.7,0.569,0.479,0.7,0.9,0.792,0.8,2.8,3.6,2,0.4,0.3,1.2,1.7,6.6,,MEM,146.3,146.4
7,Keon Ellis,25,SG,80,28,24.4,2.8,5.8,0.489,1.7,4,0.433,1.1,1.8,0.615,0.639,0.9,1.1,0.849,0.8,1.9,2.7,1.5,1.5,0.8,0.9,2.2,8.3,,SAC,146.4,146.4
8,Patrick Williams,23,PF,63,36,25,3.3,8.2,0.397,1.5,4.3,0.353,1.7,3.9,0.447,0.49,1,1.3,0.723,0.7,3.1,3.8,2,0.8,0.5,1.4,1.4,9,,CHI,146.5,146.2
19,Karlo Matković,23,PF,42,7,18.8,3.2,5.6,0.574,0.5,1.6,0.318,2.7,4,0.675,0.619,0.8,1,0.773,1.5,3.5,5,1.1,0.5,1,1,2.5,7.7,,NOP,146.9,146.8
5,Santi Aldama,24,PF,65,16,25.5,4.8,10,0.483,1.8,5,0.368,3,5,0.599,0.576,1,1.4,0.691,1.4,5,6.4,2.9,0.8,0.4,1.1,1.2,12.5,,MEM,,133.7
7,Yves Missi,20,C,73,67,26.8,3.7,6.7,0.547,0,0,0,3.7,6.7,0.548,0.547,1.7,2.8,0.623,3.5,4.7,8.2,1.4,0.5,1.3,1.1,2,9.1,,NOP,,137.9
8,Scotty Pippen Jr.,24,PG,79,21,21.3,3.6,7.5,0.48,1.1,2.8,0.397,2.5,4.7,0.528,0.553,1.5,2.2,0.713,0.8,2.5,3.3,4.4,1.3,0.4,1.7,2.6,9.9,,MEM,,138.7
6,Miles McBride,24,PG,64,10,24.9,3.5,8.5,0.406,1.8,4.9,0.369,1.7,3.7,0.455,0.511,0.8,1,0.813,0.7,1.8,2.5,2.9,1,0.3,0.6,1.7,9.5,,NYK,,144.2
13,Vit Krejci,24,PG,57,16,20.2,2.5,5.1,0.497,1.6,3.6,0.437,1,1.5,0.64,0.651,0.6,0.8,0.711,0.4,2.4,2.7,2.6,0.6,0.5,0.9,1.8,7.2,,ATL,,
14,Larry Nance Jr.,32,PF,24,3,19.3,3.3,6.5,0.516,1.4,3.2,0.447,1.9,3.3,0.582,0.626,0.4,0.5,0.692,1,3.3,4.3,1.6,0.8,0.5,0.7,1.5,8.5,,ATL,,
15,Garrison Mathews,28,SG,47,2,17.7,2.2,5.5,0.397,1.8,4.6,0.39,0.4,0.8,0.436,0.562,1.4,1.7,0.821,0.3,1.6,1.9,1.3,0.6,0.3,0.7,1.7,7.5,,ATL,,
16,Mouhamed Gueye,22,PF,33,28,16.2,2.2,5.2,0.421,0.6,2.5,0.259,1.5,2.7,0.567,0.482,1,1.3,0.762,1.3,2.9,4.2,0.8,0.8,1,0.5,1.7,6,,ATL,,
17,Keaton Wallace,25,PG,31,5,16.2,2.1,5.2,0.401,0.9,2.6,0.329,1.2,2.6,0.475,0.485,0.4,0.4,1,0.2,1.4,1.6,2.6,0.9,0.3,1.1,1.3,5.4,,ATL,,
19,Kobe Bufkin,21,SG,10,0,12.4,1.8,4.7,0.383,0.4,1.9,0.211,1.4,2.8,0.5,0.426,1.3,1.8,0.722,0.5,1.6,2.1,1.7,0.3,0.2,0.8,0.9,5.3,,ATL,,
20,Daeqwon Plowden,26,SG,6,0,12,2.7,4.2,0.64,1.5,2.8,0.529,1.2,1.3,0.875,0.82,0.3,0.3,1,0.7,1.2,1.8,0.3,0,0,0.7,1.7,7.2,,ATL,,
21,Dominick Barlow,21,SF,35,4,10.7,1.7,3.2,0.531,0.2,0.8,0.259,1.5,2.5,0.616,0.562,0.6,0.9,0.636,1,1.4,2.4,0.5,0.3,0.5,0.1,1.3,4.2,,ATL,,
9,Luke Kornet,29,C,73,16,18.6,2.6,3.8,0.668,0,0,0,2.6,3.8,0.675,0.668,0.9,1.3,0.691,2.6,2.7,5.3,1.6,0.5,1,0.4,1.6,6,,BOS,,
10,Neemias Queta,25,C,62,6,13.9,2.1,3.3,0.65,0,0,0,2.1,3.2,0.66,0.65,0.7,1,0.754,1.4,2.4,3.8,0.7,0.3,0.7,0.6,1.7,5,,BOS,,
11,Baylor Scheierman,24,SG,31,2,12.4,1.3,3.5,0.355,0.8,2.6,0.317,0.4,0.9,0.464,0.473,0.3,0.4,0.75,0.6,1.5,2.1,1.1,0.5,0.1,0.4,0.7,3.6,,BOS,,
13,Miles Norris,24,PF,3,0,11.7,0.7,3,0.222,0.7,2.3,0.286,0,0.7,0,0.333,0.3,0.7,0.5,0.7,2.3,3,0,0.7,0.3,0,0,2.3,,BOS,,
14,Jordan Walsh,20,PF,52,1,7.8,0.6,1.6,0.361,0.3,1.1,0.273,0.3,0.5,0.536,0.452,0.1,0.2,0.583,0.4,0.9,1.3,0.4,0.2,0.2,0.3,0.6,1.6,,BOS,,
15,Drew Peterson,25,PF,25,1,7.4,0.7,1.6,0.415,0.5,1.3,0.394,0.2,0.3,0.5,0.573,0.3,0.4,0.778,0.4,1.2,1.6,0.5,0.2,0.1,0.3,0.7,2.2,,BOS,,
16,Xavier Tillman Sr.,26,C,33,2,7,0.4,1.6,0.245,0.2,1,0.156,0.2,0.6,0.381,0.292,0.1,0.1,0.75,0.3,1,1.3,0.2,0.3,0.2,0.4,0.5,1,,BOS,,
17,JD Davison,22,PG,16,0,5.8,0.8,2.1,0.353,0.3,1.1,0.222,0.5,1,0.5,0.412,0.3,0.4,0.714,0.1,0.7,0.8,0.8,0.3,0.1,0.8,0.1,2.1,,BOS,,
5,Drew Timme,24,PF,9,2,28.2,5,11.3,0.441,1,3.9,0.257,4,7.4,0.537,0.485,1.1,1.8,0.625,1.9,5.3,7.2,2.2,0.4,0.1,1.7,2.3,12.1,,BRK,,
6,Killian Hayes,23,PG,6,5,27,3,7.2,0.419,1.3,3.5,0.381,1.7,3.7,0.455,0.512,1.7,2,0.833,0.8,2.2,3,5.2,0.7,0.7,1.5,2.2,9,,BRK,,
8,Jalen Wilson,24,PF,79,22,25.7,3.1,7.8,0.397,1.5,4.6,0.337,1.6,3.3,0.481,0.495,1.7,2.1,0.818,0.9,2.5,3.4,1.8,0.5,0.1,1,2.1,9.5,,BRK,,
11,Ziaire Williams,23,SF,63,45,24.5,3.4,8.3,0.412,1.6,4.8,0.341,1.8,3.5,0.509,0.511,1.6,2,0.821,1,3.6,4.6,1.3,1,0.4,1.1,2.4,10,,BRK,,
12,Keon Johnson,22,SG,79,56,24.4,3.8,9.9,0.389,1.6,5.1,0.314,2.2,4.8,0.468,0.47,1.4,1.8,0.77,0.8,3,3.8,2.2,1,0.4,1.5,2.6,10.6,,BRK,,
13,Tosan Evbuomwan,23,SF,28,0,23.8,3.4,7.9,0.427,0.9,2.8,0.312,2.5,5.1,0.49,0.482,2,2.6,0.753,1.1,3.1,4.3,2,0.9,0.4,1.4,2,9.5,,BRK,,
15,Tyrese Martin,25,SG,60,11,21.9,3.2,7.8,0.406,1.7,4.7,0.351,1.5,3.1,0.492,0.513,0.8,1,0.793,1,2.7,3.7,2,0.6,0.2,1.2,1.3,8.7,,BRK,,
16,Tyson Etienne,25,PG,7,0,21.6,2.4,7.4,0.327,1.9,6.3,0.295,0.6,1.1,0.5,0.452,1.1,1.4,0.8,0.4,0.9,1.3,1.7,0.4,0.1,1.1,2.4,7.9,,BRK,,
17,Trendon Watford,24,PF,44,6,20.8,3.7,8,0.469,0.7,2,0.33,3.1,6,0.515,0.51,2.1,2.8,0.762,0.8,2.8,3.6,2.6,0.6,0.3,1.9,2.2,10.2,,BRK,,
19,Day'Ron Sharpe,23,C,50,2,18.1,3.3,6.3,0.521,0.2,0.9,0.244,3.1,5.4,0.566,0.538,1.1,1.5,0.757,3,3.6,6.6,1.8,0.8,0.8,1.3,2.3,7.9,,BRK,,
22,Dariq Whitehead,20,SF,20,0,12.3,2,4.8,0.406,1.7,3.7,0.446,0.3,1.1,0.273,0.578,0.2,0.3,0.6,0.2,1.3,1.5,0.6,0.3,0.1,0.8,1.1,5.7,,BRK,,
23,Cui Yongxi,21,SG,5,0,2,0.2,1.4,0.143,0,0.6,0,0.2,0.8,0.25,0.143,0.2,0.4,0.5,0,0.4,0.4,0,0,0,0,0,0.6,,BRK,,
13,Julian Phillips,21,SF,79,5,14.2,1.6,3.6,0.446,0.6,1.9,0.327,1,1.7,0.582,0.533,0.8,1,0.789,0.8,1.3,2.1,0.5,0.5,0.3,0.3,1.4,4.6,,CHI,,
14,Dalen Terry,22,SG,73,5,13.5,1.6,3.7,0.448,0.5,1.4,0.356,1.1,2.2,0.506,0.517,0.7,0.9,0.71,0.5,1.2,1.7,1.3,0.6,0.2,0.7,1.6,4.5,,CHI,,
16,Talen Horton-Tucker,24,SG,58,0,12.5,2.3,5,0.457,0.7,2.1,0.336,1.6,2.9,0.544,0.527,1.2,1.7,0.735,0.3,1.4,1.7,1.4,0.4,0.2,0.7,1,6.5,,CHI,,
17,Jevon Carter,29,PG,36,1,8.9,1.5,4.1,0.377,1,2.9,0.333,0.6,1.1,0.488,0.497,0.2,0.3,0.8,0.1,1,1.1,1.1,0.4,0.1,0.3,0.4,4.3,,CHI,,
18,Adama Sanogo,22,C,4,0,5.3,1,1.8,0.571,0,0,,1,1.8,0.571,0.571,0,0,,1.3,0.3,1.5,0.3,0,0,0.3,0.3,2,,CHI,,
19,Jahmir Young,24,PG,6,0,5,0.7,0.8,0.8,0.2,0.3,0.5,0.5,0.5,1,0.9,0.3,0.3,1,0.2,0.3,0.5,1,0,0,0.2,0.3,1.8,,CHI,,
20,E.J. Liddell,24,PF,12,0,4.4,0.7,1.3,0.533,0.3,0.8,0.3,0.4,0.4,1,0.633,0.2,0.2,1,0.3,0.5,0.8,0.3,0.1,0.1,0.2,0.9,1.8,,CHI,,
21,Chris Duarte,27,SG,17,0,4.4,0.7,1.5,0.462,0.4,0.9,0.4,0.4,0.6,0.545,0.577,0.4,0.5,0.75,0.3,0.9,1.2,0.5,0,0,0.1,0.4,2.1,,CHI,,
22,Emanuel Miller,24,PF,6,0,4.2,0.7,1.3,0.5,0,0.2,0,0.7,1.2,0.571,0.5,0.3,0.3,1,0.7,0.7,1.3,0.3,0.2,0,0,0.5,1.7,,CHI,,
5,Josh Green,24,SG,68,67,27.8,2.6,6.2,0.428,1.4,3.6,0.391,1.2,2.5,0.48,0.543,0.7,1.1,0.681,0.8,1.7,2.5,1.6,1.1,0.2,1,2.4,7.4,,CHO,,
8,Damion Baugh,24,SG,15,2,24.7,2.8,8.7,0.323,0.8,3.7,0.214,2,4.9,0.405,0.369,0.9,1,0.867,0.9,2.4,3.3,3.7,1,0.1,2.1,1.5,7.3,,CHO,,
10,KJ Simpson,22,PG,36,15,23.4,2.9,8.4,0.346,0.9,3.6,0.254,2,4.8,0.415,0.4,1.1,1.4,0.82,1.1,1.9,3,3.1,0.9,0.2,1.6,1.6,7.8,,CHO,,
11,DaQuan Jeffries,27,SG,47,20,22.8,2.5,6.2,0.405,1.2,3.5,0.335,1.3,2.7,0.496,0.5,0.5,0.6,0.8,0.8,2.1,2.9,1.1,0.6,0.5,0.7,2.1,6.7,,CHO,,
12,Nick Smith Jr.,20,SG,60,27,22.8,3.7,9.5,0.391,1.7,5.1,0.34,2,4.4,0.45,0.482,0.7,0.8,0.935,0.2,1.9,2.1,2.4,0.3,0.1,1.4,1.3,9.9,,CHO,,
15,Tidjane Salaün,19,PF,60,10,20.7,1.9,5.8,0.33,1,3.4,0.283,0.9,2.3,0.4,0.414,1.1,1.6,0.713,1.2,3.5,4.7,1.2,0.5,0.2,1,1.4,5.9,,CHO,,
17,Marcus Garrett,26,SG,4,0,19.8,2.8,6.8,0.407,0.8,2,0.375,2,4.8,0.421,0.463,0.8,1,0.75,0.3,1.3,1.5,3.3,0.8,0.5,1.5,2.5,7,,CHO,,
18,Jaylen Sims,26,SG,6,0,18.7,2,4.7,0.429,1,2.5,0.4,1,2.2,0.462,0.536,2,2.5,0.8,0.5,0.5,1,2,0.5,0.2,1.3,1.7,7,,CHO,,
22,Moussa Diabaté,23,C,71,8,17.5,2.4,3.9,0.596,0,0.1,0,2.4,3.9,0.609,0.596,1,1.6,0.595,2.6,3.5,6.2,0.8,0.6,0.6,0.9,1.5,5.7,,CHO,,
23,Seth Curry,34,SG,68,14,15.6,2.4,5,0.478,1.2,2.7,0.456,1.2,2.4,0.503,0.599,0.5,0.6,0.846,0.4,1.3,1.7,0.9,0.4,0.1,0.5,0.9,6.5,,CHO,,
24,Isaiah Wong,24,SG,20,0,13.3,2.1,5.3,0.39,0.7,1.7,0.394,1.4,3.6,0.389,0.452,1.3,1.7,0.735,0.7,0.9,1.6,1.4,0.6,0,0.9,1.1,6,,CHO,,
25,Taj Gibson,39,C,37,11,11.1,1.3,2.6,0.495,0,0.1,0.5,1.2,2.5,0.495,0.5,0.3,0.5,0.6,1.4,1.9,3.2,0.6,0.2,0.5,0.7,1.5,2.9,,CHO,,
26,Malachi Flynn,26,PG,4,0,11,1.3,3.3,0.385,0.3,1,0.25,1,2.3,0.444,0.423,1.3,1.5,0.833,0.8,1,1.8,1.8,0.8,0,1,1,4,,CHO,,
8,Dean Wade,28,PF,59,30,21.2,1.9,4.6,0.413,1.4,3.8,0.36,0.5,0.8,0.653,0.561,0.3,0.5,0.533,0.9,3.4,4.2,1.3,0.7,0.3,0.4,1.7,5.4,,CLE,,
10,Ty Jerome,27,SG,70,3,19.9,4.6,8.8,0.516,1.6,3.6,0.439,3,5.2,0.57,0.606,1.8,2.1,0.872,0.7,1.8,2.5,3.4,1.1,0,1.3,1.5,12.5,,CLE,,
11,Sam Merrill,28,SG,71,4,19.7,2.4,6,0.406,1.9,5.2,0.372,0.5,0.8,0.625,0.567,0.4,0.4,0.966,0.5,1.7,2.2,1.5,0.7,0.2,0.5,1.7,7.2,,CLE,,
12,Isaac Okoro,24,SG,55,22,19.1,2.3,4.9,0.464,1,2.7,0.371,1.2,2.1,0.586,0.569,0.6,0.8,0.717,0.9,1.5,2.4,1.2,0.6,0.3,0.4,1.9,6.1,,CLE,,
13,Nae'Qwan Tomlin,24,PF,5,1,12.6,2.6,6.4,0.406,0.4,2,0.2,2.2,4.4,0.5,0.438,1.6,2.2,0.727,1.8,2.4,4.2,0.4,0,0.2,0.4,1.8,7.2,,CLE,,
15,Craig Porter Jr.,24,PG,51,1,10.1,1.4,2.7,0.514,0.4,0.9,0.438,1,1.8,0.554,0.589,0.5,0.6,0.719,0.4,0.9,1.3,1.4,0.3,0.3,0.7,0.5,3.7,,CLE,,
16,Jaylon Tyson,22,SG,47,3,9.6,1.4,3.2,0.43,0.4,1.2,0.345,0.9,1.9,0.484,0.497,0.4,0.5,0.792,0.8,1.3,2,0.9,0.3,0.1,0.6,1.1,3.6,,CLE,,
18,Tristan Thompson,33,C,40,0,8.2,0.8,1.8,0.437,0,0.1,0,0.8,1.7,0.456,0.437,0.2,0.8,0.233,0.8,2.6,3.4,0.6,0.1,0.3,0.4,0.9,1.7,,CLE,,
19,Emoni Bates,21,SF,10,0,7.5,1.3,3.8,0.342,1.1,3,0.367,0.2,0.8,0.25,0.487,0,0,,0,0.7,0.7,0.8,0.1,0.1,0.2,0.4,3.7,,CLE,,
20,Luke Travers,23,SG,12,0,7.3,0.4,1.7,0.25,0,0.8,0,0.4,0.9,0.455,0.25,0.2,0.2,1,0.7,1,1.7,0.7,0.1,0.1,0.7,0.5,1,,CLE,,
6,Naji Marshall,27,SF,69,31,27.8,5.2,10.3,0.508,0.9,3.2,0.275,4.4,7.2,0.611,0.551,1.9,2.3,0.813,1.1,3.7,4.8,3,1,0.2,1.6,1.6,13.2,,DAL,,
