Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,TEAM,ADP
19,Jahmir Young,24,PG,6,0,5.0,0.7,0.8,.800,0.2,0.3,.500,0.5,0.5,1.000,.900,0.3,0.3,1.000,0.2,0.3,0.5,1.0,0.0,0.0,0.2,0.3,1.8,,CHI
20,E.J. Liddell,24,PF,12,0,4.4,0.7,1.3,.533,0.3,0.8,.300,0.4,0.4,1.000,.633,0.2,0.2,1.000,0.3,0.5,0.8,0.3,0.1,0.1,0.2,0.9,1.8,,CHI
21,Chris Duarte,27,SG,17,0,4.4,0.7,1.5,.462,0.4,0.9,.400,0.4,0.6,.545,.577,0.4,0.5,.750,0.3,0.9,1.2,0.5,0.0,0.0,0.1,0.4,2.1,,CHI
22,Emanuel Miller,24,PF,6,0,4.2,0.7,1.3,.500,0.0,0.2,.000,0.7,1.2,.571,.500,0.3,0.3,1.000,0.7,0.7,1.3,0.3,0.2,0.0,0.0,0.5,1.7,,CHI
1,Brandon Miller,22,SF,27,27,34.2,7.3,18.2,.403,3.9,10.9,.355,3.5,7.3,.475,.509,2.5,2.9,.861,0.9,3.9,4.9,3.6,1.1,0.7,2.8,2.7,21.0,,CHO
2,LaMelo Ball,23,PG,47,47,32.0,8.6,21.3,.405,3.8,11.2,.339,4.8,10.1,.478,.494,4.1,4.9,.843,1.0,3.9,4.9,7.4,1.1,0.3,3.6,3.3,25.2,,CHO
3,Miles Bridges,26,PF,64,64,31.7,7.3,17.0,.431,2.2,7.0,.313,5.1,10.0,.513,.495,3.5,4.0,.870,1.1,6.4,7.5,3.9,0.7,0.7,2.1,1.5,20.3,,CHO
4,Grant Williams,26,PF,16,7,29.9,3.4,7.7,.439,1.7,4.6,.365,1.7,3.1,.551,.549,1.9,2.3,.838,1.1,4.0,5.1,2.3,1.1,0.8,1.8,2.9,10.4,,CHO
5,Josh Green,24,SG,68,67,27.8,2.6,6.2,.428,1.4,3.6,.391,1.2,2.5,.480,.543,0.7,1.1,.681,0.8,1.7,2.5,1.6,1.1,0.2,1.0,2.4,7.4,,CHO
6,Mark Williams,23,C,44,41,26.6,6.1,10.2,.604,0.0,0.1,.000,6.1,10.1,.609,.604,3.0,3.7,.804,3.0,7.2,10.2,2.5,0.7,1.2,1.6,2.4,15.3,,CHO
7,Cody Martin,29,SF,39,8,24.8,3.0,6.9,.433,1.0,3.2,.323,1.9,3.7,.528,.507,0.9,1.3,.694,1.0,3.5,4.5,2.3,1.1,0.7,1.1,1.8,7.8,,CHO
8,Damion Baugh,24,SG,15,2,24.7,2.8,8.7,.323,0.8,3.7,.214,2.0,4.9,.405,.369,0.9,1.0,.867,0.9,2.4,3.3,3.7,1.0,0.1,2.1,1.5,7.3,,CHO
9,Tre Mann,23,PG,13,0,24.5,5.4,12.4,.435,1.8,4.6,.400,3.5,7.8,.455,.509,1.5,1.6,.905,0.9,2.0,2.9,3.0,0.5,0.3,1.9,1.8,14.1,,CHO
10,KJ Simpson,22,PG,36,15,23.4,2.9,8.4,.346,0.9,3.6,.254,2.0,4.8,.415,.400,1.1,1.4,.820,1.1,1.9,3.0,3.1,0.9,0.2,1.6,1.6,7.8,,CHO
11,DaQuan Jeffries,27,SG,47,20,22.8,2.5,6.2,.405,1.2,3.5,.335,1.3,2.7,.496,.500,0.5,0.6,.800,0.8,2.1,2.9,1.1,0.6,0.5,0.7,2.1,6.7,,CHO
12,Nick Smith Jr.,20,SG,60,27,22.8,3.7,9.5,.391,1.7,5.1,.340,2.0,4.4,.450,.482,0.7,0.8,.935,0.2,1.9,2.1,2.4,0.3,0.1,1.4,1.3,9.9,,CHO
